resume_text,job_description,match_score
"Devops with 3 years of experience. Proficient in linux, kubernetes, ci/cd, docker, terraform. Also skilled in git, aws, jenkins, ansible. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 6+ years of experience. Required skills: git, docker, ansible, terraform, jenkins. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",74.76
"Data Scientist with 4 years of experience. Proficient in statistics, nlp, pytorch, machine learning, numpy. Also skilled in pandas, python, tensorflow. Built multiple projects and worked in startup environment. Strong teamwork skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: statistics, pytorch, sql, numpy, nlp, deep learning. Must have strong technical abilities. Remote work. Competitive salary and benefits.",72.31
"Full Stack with 5 years of experience. Proficient in mongodb, html, express, typescript, css. Also skilled in node.js, rest api. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Full Stack Developer position. Looking for 4+ years of experience. Required skills: css, mongodb, node.js, typescript, javascript, react, rest api. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",77.01
"Software Engineer with 3 years of experience. Proficient in javascript, spring, react, python, git. Also skilled in node.js, sql, api, django. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: javascript, node.js, api, sql, django, python, java. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",76.54
"Software Engineer with 6 years of experience. Proficient in sql, git, django, react, python. Also skilled in spring, java, javascript, api, node.js. Built multiple projects and worked in agile environment. Strong communication skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: sql, api, spring, django, node.js, python, javascript, java. Must have strong technical abilities. On-site work. Competitive salary and benefits.",92.33
"Qa Engineer with 6 years of experience. Proficient in cypress, quality assurance, pytest, testing, junit. Also skilled in automation, api testing. Built multiple projects and worked in startup environment. Strong teamwork skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: automation, pytest, selenium, api testing, junit. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",83.44
"Devops with 3 years of experience. Proficient in kubernetes, git, docker, ci/cd, terraform. Also skilled in aws, ansible, linux, jenkins. Built multiple projects and worked in agile environment. Strong communication skills.","DevOps Engineer position. Looking for 7+ years of experience. Required skills: aws, terraform, linux, ci/cd, jenkins. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",64.26
"Software Engineer with 5 years of experience. Proficient in api, node.js, java, javascript, sql. Also skilled in git, python, django. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: spring, javascript, api, react, django, sql, python. Must have strong technical abilities. On-site work. Competitive salary and benefits.",75.71
"Frontend with 6 years of experience. Proficient in html, css, sass, angular, webpack. Also skilled in react. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Frontend Developer position. Looking for 5+ years of experience. Required skills: typescript, javascript, vue, angular, css, react, webpack. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",69.01
"Backend with 2 years of experience. Proficient in python, microservices, sql, rest api, mongodb. Also skilled in java, redis, node.js, postgresql. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: rest api, python, microservices, sql, mongodb, node.js. Must have strong technical abilities. On-site work. Competitive salary and benefits.",67.55
"Frontend with 4 years of experience. Proficient in html, webpack, css, angular, react. Also skilled in sass, javascript, vue. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Frontend Developer position. Looking for 6+ years of experience. Required skills: html, javascript, react, vue, sass, angular. Must have strong technical abilities. Remote work. Competitive salary and benefits.",76.28
"Full Stack with 2 years of experience. Proficient in express, mongodb, typescript, javascript, rest api. Also skilled in html. Built multiple projects and worked in agile environment. Strong teamwork skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: html, typescript, mongodb, node.js, javascript, express. Must have strong technical abilities. On-site work. Competitive salary and benefits.",55.99
"Backend with 4 years of experience. Proficient in rest api, sql, mongodb, python, node.js. Also skilled in java, redis. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Backend Developer position. Looking for 4+ years of experience. Required skills: python, rest api, redis, sql, node.js. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",89.88
